address,secondary_service,zip,city,website,primary_service,lng,phone,transportation,hours,restrictions,site_name,quadrant,state,lat
3310 Wheeler Road,Food/ Grocery services,20032,Washington,,Shelter/Transitional Housing,-76.99354,(202) 562-6890,Metro: Congress Heights (Green Line),"Fri-Wed, 10am-11am",,Queen of Peace Missionaries of Charity,SE,DC,38.841868
1222 11th Street,Women's Health/ Family Serivces,20001,Washington,http://www.rachaels.org,Shelter/Transitional Housing,-76.9915059,(202) 682-1005,Metro: Mt Vernon Square (Green/Yellow Line),"Mon-Sat, 7am-4pm. ","Women, Homeless, Low Income",Rachaels Women's Center,NW,DC,38.8757447
1002 46th St.,,20019,Washington,,Food/Grocery Services,-76.9352884,,,,,Randall Memorial United Methodist (SHARE site),NE,DC,38.8787607
1604 Morris Road,,20020,Washington,,Health Services,-76.9819503,,,,,Re-Entry Health Center (Unity Health Care),SE,DC,38.8570727
Oklahoma Ave and Benning Rd,,20002,Washington,,Farmers Market,-76.9695392,,,,,RFK Stadium Open Air Market,NE,DC,38.8976236
601 Division Avenue,,20019,Washington,,Farmers Market,-76.925709,,,,,Riverside Heritage Park Farmers Market,NE,DC,38.897302
1300 H Street,,20002,Washington,,Library,-76.988109,,,,,Robert L. Christian Library,NE,DC,38.900427
4201 8th St.,,20011,Washington,,Food/Grocery Services,-77.023021,,,,,Rock Creek Baptist (SHARE site),NW,DC,38.94215
Military Rd. and Oregon Ave.,,20015,Washington,,Community Garden,-77.052714,,,,,Rock Creek Garden,NW,DC,38.9616744
26th and O Street,,20007,Washington,,Farmers Market,-77.054786,,,,,Rose Park Farmers Market,NW,DC,38.9085692
"1621 Park Road 
",,20010,Washington,,Job Training/Adult Education Services,-77.037486,(202) 462-6499,Metro: Columbia Heights (Green/Yellow Line),"Mon-Thurs, 9am-12pm, 6pm-9:30pm",,Sacred Heart Adult Education Center,NW,DC,38.93242
500 Indiana Avenue,legal services,20001,Washington,,Women's Health/ Family Services,-77.018977,,,,,"SAFE, Inc. (DC Superior Court- Domestic Violence Intake Center)",NW,DC,38.894198
1328 Southern Avenue,legal services,20032,Washington,,Women's Health/Family Services,-76.9784633,,,,,"SAFE, Inc. (United Medical Center-Domestic Violence Intake Center Southeast Satellite)",SE,DC,38.8390757
1434 Harvard Street,,20009,Washington,,Comprehensive Service Provider,-77.03365,,,,,Salvation Army  (Main),NW,DC,38.926152
3101 Martin Luther King Jr. Ave,,20032,Washington,,Comprehensive Service Provider,-76.999166,,,,,Salvation Army -East of the River Initiative,SE,DC,38.843832
6th and Constitution Avenue,,20004,Washington,,Meal Programs,-77.0199116,,,,,Salvation Army Grate Patrol (stop),NW,DC,38.8920695
17th and Constitution Avenue,,20006,Washington,,Meal Programs,-77.0394582,,,,,Salvation Army Grate Patrol (stop),NW,DC,38.8921126
2nd and D steet,,20001,Washington,,Meal Programs,-77.0179802,,,,,Salvation Army Grate Patrol (stop) outside CCNV shelter,NW,DC,38.8636658
2100 New York Avenue,,20002,Washington,,Comprehensive Service Provider,-76.974338,,,,,Salvation Army Harbor Lights Corps,NE,DC,38.917817
3335 Sherman Ave,,20010,Washington,,Comprehensive Service Provider,-77.0267424,,,,,Salvation Army Sherman Avenue Corps,NW,DC,38.9316661
1211 G Steet,Counseling Services,20003,Washington,,Comprehensive Service Provider,-76.989673,,,,,Salvation Army: SE Corps,SE,DC,38.898648
1516 Hamilton St.,Job Training/ Adult Education Services ,20020,Washington,,Counseling Services,-77.035812,,,,,Samaritan Ministry,NW,DC,38.952719
1345 U St,,20011,Washington,,Women's Health/Family Services,-77.0310376,,,,,Samaritan Ministry,SE,DC,38.9170368
2551 17th St,,20009,Washington,http://www.sarahscircle.org,Senior Services,-77.038693,(202) 332-1400,Metro: Columbia Heights (Green/Yellow Line),"Mon-Fri, 9am-5pm","Seniors, Low Income",Sarah's Circle,NW,DC,38.924476
5109 Nannie Burroughs Ave,,20019,Washington,,Food/Grocery Services,-76.926877,,,,,Sargent Memorial Presbyterian (SHARE site),NE,DC,38.897571
741 8th Street,Women's Health/ Family Serivces,20003,Washington,http://www.sashabruce.org,Teen/Youth Programs,-76.9949385,(202) 675-9340,Metro: Eastern Market (Blue/Orange Line),,"Youth, Families",Sasha Bruce Youthwork,SE,DC,38.899747
810 5th St.,,20001,Washington,http://www.grm.org,Job Training/Adult Education Services,-77.019219,(202) 842-1731,Metro: Gallery Place-Chinatown (Red/Green/Yellow Line),Mon-Fri,,School of Tomorrow,NW,DC,38.900331
3923 South Capitol St.,,20032,Washington,,Food/Grocery Services,-77.0084062,,,,,Secrets of Nature (SHARE site),SW,DC,38.8330877
2451 Good Hope Road,,20020,Washington,,Senior Services,-76.9700813,,,,,Senior Citizens Counseling and Delivery Service (SHARE site),SE,DC,38.8618205
410 7th Street,counseling services,20003,Washington,http://www.smyal.org,Teen/Youth Programs,-77.022207,(202) 546-5940,Metro: Eastern Market (Blue/Orange Line),"Mon-Fri, 9am-5pm",,Sexual Minority Youth Assistance League (SMYAL),SE,DC,38.895141
3825 26th St.,,20018,Washington,,Food/Grocery Services,-76.9696869,,,,,Sharon Baptist Church (SHARE site),NE,DC,38.937017
3630 Quesada St.,,20015,Washington,,Food/Grocery Services,-77.074542,,,,,Shrine of the Most Blessed Sacrament Catholic Church (SHARE site),NW,DC,38.968051
4501 16th St.,,20011,Washington,,Food/Grocery Services,-77.035894,,,,,Simpson Hamline UMC (SHARE site),NW,DC,38.94549
3100 Military Rd.,Job Training/ Adult Education Services ,20015,Washington,http://templesinaidc.org,Shelter/Transitional Housing,-77.062877,(202) 986-4701,"Bus: M5, E2","Mon-Thurs, 9am-5pm. Fri, 9am-4pm",,Sinai House,NW,DC,38.9603899
"
5413 16th Street



",,20011,Washington,http://www.sixthpresbyterian.org,Food/Grocery Services,-77.035622,(202) 723-5377,Bus: 54,"2nd and 4th Wed, 12:30pm-2pm","Low Income, Identification Required, Referral Required after 2 Visits",Sixth Presbyterian Church,NW,DC,38.955696
71 O St.,,20001,Washington,http://www.some.org,Comprehensive Service Provider,-77.011113,(202) 797-8806,"Metro: New York Ave (Red Line), Mt Vernon Square (Green/Yellow Line)","7 Days a Week. Meals: 7am-8:30am, 11am-1:30pm. Referrals: Mon-Fri, 8am-11am, 1pm-3pm","Homeless, Low Income",So Others Might Eat (SOME),NW,DC,38.90844
2815 O St.,,20020,Washington,http://www.some.org,Job Training/Adult Education Services,-77.0576991,(202) 583-4655,"Bus: 32, 36","Mon-Fri, 8:30am-3:30pm","Homeless, Low Income, Age 18+",SOME Center for Employment Training,SE,DC,38.9085115
60 O St.,,20001,Washington,http://www.some.org,Health Services,-77.011103,(202) 797-8806 ,Metro: New York Ave (Red Line),"Mon-Fri, 8am-4pm","Homeless, Low Income",SOME Medical Clinic and Dental Clinic,NW,DC,38.90819
2812 Pennsylvania Avenue,,20020,Washington,http://www.some.org,Senior Services,-76.9668967,(202) 582-7138,"Bus: V7, U2","Mon-Fri, 10am-2pm",Seniors,SOME's Dwelling Place Senior Center,SE,DC,38.8719664
820 Chesapeake St.,Food/Grocery Services,20032,Washington,,Health Services,-76.992381,(202) 745-8685,"Bus: M8, A2, P12","Mon-Fri, 9am-5pm",Veterans,South East Veteran's Center,SE,DC,38.829448
1501 Half Street,,20024,Washington,,Women's Health/Family Services,-77.0106669,,,,,South Washington/West of The River Family Strengthening Collaborative (SWWR),SW,DC,38.8720043
403 7th Street,,20003,Washington,,Library,-77.021658,,,,,Southeast Library,SE,DC,38.8951009
"3111 Martin Luther King, Jr. Ave
",,20032,Washington,http://www.reformationdc.org,Job Training/Adult Education Services,-76.999767,(202) 562-2636,"Bus: A4, A2, A8","Mon-Fri, 8:30am-5pm",Men Age 18+,Southeast Ministries/Anacostia Men's Employment Network,SE,DC,38.843591
3111 Martin Luther King Jr. Avenue,,20032,Washington,,Job Training/Adult Education Services,-76.999767,,,,,Southeast Ministry's GED Program (formerly Moms & Tots),SE,DC,38.843591
156 Q Street,,20001,Washington,,Job Training/Adult Education Services,-77.0049744,(202) 488-7210,Metro: Waterfront-SEU (Green Line),"Mon-Fri, 9am-5:30pm",,Southwest Community House,SW,DC,38.9111326
850 Delaware Ave,Women's Health/ Family Serivces,20024,Washington,,Health Services,-77.012455,,,,,Southwest Health Center (Unity Health (WIC ENROLLMENT SITES/AGENCIES),SW,DC,38.879603
900 Wesley Place,,20024,Washington,,Library,-77.016199,,,,,Southwest Library,SW,DC,38.879055
850 Delaware Ave.,,20024,Washington,http://www.unityhealthcare.org,Health Services,-77.012455,(202) 548-4520,Metro: Waterfront-SEU (Green Line),"Mon-Fri, 8:15am-4:45pm",,Southwest Neighborhood Health Center,SW,DC,38.879603
725 24th St.,Comprehensive service provider,20037,Washington,http://www.stmaryscourt.org,Senior Services,-77.051053,(202) 452-1115,Metro: Foggy Bottom-GWU (Blue/Orange Line),"Mon-Fri, 9am-5pm","Seniors, Disabled",St Mary's Court,NW,DC,38.898864
3001 Wisconsin Ave.,Comprehensive service provider,20016,Washington,http://www.st-albans-parish.org,Senior Services,-77.070937,(202) 363-8286,"Bus: 31, 32","Mon-Fri, 9am-1pm",Seniors,St. Albans Episcopal Church (Super Sixties),NW,DC,38.927266
1029 Monroe St.,,20017,Washington,,Food/Grocery Services,-76.9910818,,,,,St. Anthony Catholic (SHARE site),NE,DC,38.9323244
15th and V St.,,20009,Washington,,Food/Grocery Services,-77.0345326,,,,,St. Augustine Catholic (SHARE site),NW,DC,38.9181171
321 21st St.,,20002,Washington,,Food/Grocery Services,-77.0466083,,,,,St. Benedict the Moor (SHARE site),NE,DC,38.8953874
4410 Georgia Ave.,Food/ Grocery services,20011,Washington,,Food/Grocery Services,-77.026585,,,,,St. Charles Baptist Church,NW,DC,38.944532
4201 Abermarle St.,,20016,Washington,,Food/Grocery Services,-77.0820801,,,,,St. Columba's Episcopal Church,NW,DC,38.9479353
"2700 Martin Luther King, Jr. Ave",,20032,Washington,,Health Services,-76.9960402,,,,,St. Elizabeth's Hospital,SE,DC,38.8560738
2015 Rhode Island Ave.,,20018,Washington,,Food/Grocery Services,-76.9755573,,,,,St. Francis de Sales Catholic (SHARE site),NE,DC,38.9292895
2815 O St.,,20020,Washington,,Food/Grocery Services,-77.0576991,,,,,St. Francis Xavier (SHARE site),SE,DC,38.9085115
160 U St.,,20001,Washington,http://www.stgeorgesdc.org,Meal Programs,-77.014198,(202) 387-6421,Bus: 80,"Every other Sat, 9am-11:30am",,"St. George's Episcopal Church, Kwanza Kitchen",NW,DC,38.916886
4611 Nannie Helen Burroughs Ave.,,20019,Washington,,Food/Grocery Services,-76.9361234,,,,,St. James Church of Deliverance (SHARE site),NE,DC,38.8994549
5228 Call Place,,20019,Washington,,Food/Grocery Services,-76.926513,,,,,St. John Baptist (SHARE site),SE,DC,38.884273
2801 Stanton Rd.,,20020,Washington,,Food/Grocery Services,-76.987267,,,,,St. John CME (SHARE site),SE,DC,38.856843
6343 13th St.,,20011,Washington,,Food/Grocery Services,-77.028824,,,,,St. John United Baptist (SHARE site),NW,DC,38.967243
4925 E Capitol St.,,20019,Washington,,Food/Grocery Services,-76.9314266,,,,,St. Luke Catholic (SHARE site),SE,DC,38.8896764
1514 15th St.,food/ grocery provider,20005,Washington,,Counseling Services,-77.034925,,,,,St. Luke's Episcopal Church,NW,DC,38.910198
908 North Capitol St.,,20001,Washington,,Food/Grocery Services,-77.0091676,,,,,St. Martin of Tours (SHARE site),NW,DC,38.9014481
1908 North Capitol St.,meal programs,20002,Washington,http://www.stmartinsdc.org,Food/Grocery Services,-77.00951,(202) 232-1144,Bus: 80,"Mon-Thurs, 9:30am-11:30am",,St. Martin's Social Services,NW,DC,38.915894
1105 New Jersey Ave,,20003,Washington,,Food/Grocery Services,-77.0143224,,,,,St. Matthews Baptist (SHARE site),SE,DC,38.9042183
1725 15th St,,20036,Washington,,Meal Programs,-77.0345557,,,,,St. Matthew's Cathedral,NW,DC,38.9137453
1340 Massachusetts Ave.,Meal Programs,20003,Washington,,Senior Services,-77.0306242,,,,,St. Monica Episcopal Church,SE,DC,38.9051201
1611 Brentwood Rd.,,20018,Washington,,Food/Grocery Services,-76.9815689,,,,,St. Paul Baptist (SHARE site),NE,DC,38.927615
1430 Minnesota Ave.,,20020,Washington,,Food/Grocery Services,-76.983738,,,,,St. Teresa of Avila (SHARE site),SE,DC,38.867322
13th and V St.,,20020,Washington,,Job Training/Adult Education Services,-77.02962,,,,,St. Theresa of Avila,SE,DC,38.918114
3240 Stanton Rd.,,20020,Washington,,Health Services,-76.9805583,,,,,Stanton Road Health Center (Unity Health Care),SE,DC,38.8476142
400 I Street,,20024,Washington,,Health Services,-77.0162056,(202) 484-8357,,,,START at Westminter Presbyterian Church,SW,DC,38.9013096
3309 16th Street,,20010,Washington,,Women's Health/Family Services,-77.036001,,,,,"Start Early, Start Right, The Family Place",NW,DC,38.931918
924 G St.,counseling services,20001,Washington,http://www.catholiccharitiesdc.org,Women's Health/Family Services,-76.9928838,(202) 772-4344,Metro: Metro Center (Red/Blue/Orange Line),,"Parents, Teens, Families","Strong Parents, Strong Families Parenting Program",NW,DC,38.8989217
111 Michigan Avenue,,20010,Washington,,Teen/Youth Programs,-77.0060217,,,,,"Supreme Teen Clubs, D.C. Department of Parks and Recreation",NW,DC,38.9270868
311 Decatur St.,,20011,Washington,http://www.survivorsofhomicideinc.org,Legal Services,-77.016491,(202) 882-9190,Bus: 64,,,"Survivors of Homicide, Inc.",NW,DC,38.948811
Blair Rd. and Piney Branch Rd.,,20012,Washington,,Community Garden,-77.02053,,,,,Takoma Community Garden,NW,DC,38.9764871
416 Cedar Street,,20012,Washington,,Library,-77.0201519,,,,,Takoma Park High-Tech Bookmobile Library,NW,DC,38.9744936
3rd St. and Van Buren St.,,20012,Washington,,Community Garden,-77.0161682,,,,,Takoma Recreation Center Garden,NW,DC,38.9699389
"3720 Martin Luther King Jr., Ave",Teen/ Youth Programs,20032,Washington,,Women's Health/Family Services,-77.006345,,,,,Teen Alliance for Prepared Parenting (TAPP) Congress Heights (Ward 8),SE,DC,38.837021
 3020 14th Street,Teen/ Youth Programs,20009,Washington,,Women's Health/Family Services,-77.033163,,,,,Teen Alliance for Prepared Parenting (TAPP) Upper Cardozo Health Center   ,NW,DC,38.928168
110 Irving Street,Teen/ Youth Programs,20010,Washington,,Women's Health/Family Services,-77.014855,,,,,Teen Alliance for Prepared Parenting (TAPP) Washington Hospital Center (Ward 4),NW,DC,38.929436
15th St. and S St.,,20009,Washington,,Community Garden,-77.0345781,,,,,Temple Garden,NW,DC,38.9141079
4200 Wisconsin Avenue,,20016,Washington,,Library,-77.077171,,,,,Tenley-Friendship Library,NW,DC,38.943231
1630 Euclid Street,,20009,Washington,,Health Services,-77.0372779,,,,,The Adam's Morgan Children's Clinic,NW,DC,38.9232053
3001 Bladensburg Rd,,20018,Washington,,Senior Services,-76.959856,,,,,The Gettysburg Senior Village 1,NE,DC,38.928445
4065 Minnesota Avenue,women's health/ family services,20019,Washington,,Shelters/Transitional Housing,-76.947296,,,,,Thea Bowman House,NE,DC,38.896501
4115 Alabama Ave.,,20019,Washington,,Food/Grocery Services,-76.942113,,,,,The New Macedonia Baptist (SHARE site),SE,DC,38.870631
2233 Hunter Place,,20020,Washington,,Food/Grocery Services,-76.985018,,,,,The New United Baptist Church (SHARE site),SE,DC,38.859331
3298 Ft. Lincoln Dr,,20018,Washington,,Senior Services,-76.956808,,,,,The Petersburg Senior Village 3,NE,DC,38.921409
3005 Bladensburg Rd,,20018,Washington,,Senior Services,-76.959102,,,,,The Vicksburg Senior Village 2,NE,DC,38.92815
1200 U Street,,20009,Washington,http://www.legalclinic.org,Legal Services,-77.028322,(202) 328-5500,Metro: U Street (Green/Yellow Line),,Homeless,The Washington Legal Clinic for the Homeless,NW,DC,38.916832
1317 G St.,counseling services,20005,Washington,http://www.epiphanydc.org,Meal Programs,-76.9878237,(202) 347-2635,"Metro: Metro Center (Red, Blue, Orange Line) Bus: 42, S2, S4, 68, X2, D1, D3, D6","Sun, Sign up: 6am, Breakfast: 8:45 am.","Homeless, First 200 are served",The Welcome Table,NW,DC,38.8989052
1025 Vermont Ave.,,20005,Washington,http://www.thewomenscenter.org,Women's Health/Family Services,-77.033086,(202) 293-4580,Metro: McPherson Square (Blue/Orange Line),"Mon-Fri, 9:30am-1:30pm",Women,The Women's Center,NW,DC,38.903324
133 Park Street,,22180,Vienna,,Women's Health/Family Services,-77.2619518,,,,,The Women's Center,,VA,38.9027823
309 E street,Meal Programs,20001,Washington,http://thrivedc.org,Comprehensive Service Provider,-77.0155862,(202) 737-9311,Metro: Judiciary Square (Red Line),"Breakfast: Mon-Fri, 8:30am-11:30am. Dinner: Sun-Thurs: 3:30pm-7pm",,Thrive DC,NW,DC,38.8961481
4121 Harewood Rd.,,20017,Washington,http://www.tassc.org,Counseling Services,-77.001851,(202) 529-2991,Metro: Brookland-CUA (Red Line),"Mon-Fri, 9am-5pm",Victims of Violence,Torture Abolition and Survivors Support Coalition International (TASSV International),NE,DC,38.940378
701 1st St.,,20002,Washington,,Counseling Services,-77.012103,,,,,"Travelers Aid, Union Station (Social Services Office)",NE,DC,38.8989882
205 V St.,,20001,Washington,,Food/Grocery Services,-77.015248,,,,,True Grace Church of Jesus Christ (SHARE site),NW,DC,38.918886
14th St. and Taylor St.,,20011,Washington,,Community Garden,-77.0327233,,,,,Twin Oaks Garden,NW,DC,38.9408126
2300 Cathedral Avenue,,20008,Washington,,Farmers Market,-77.052969,,,,,Twin Springs Farm Stand,NW,DC,38.927543
850 Delaware Ave.,counseling services,20024,Washington,,Health Services,-77.012455,,,,,Unity Health Care Southwest,SW,DC,38.879603
2907 Martin Luther King Jr. Avenue,,20032,Washington,,Senior Services,-76.997049,,,,,UPO Geriatric Day Care,SE,DC,38.84614
3839 Alabama Avenue,,20020,Washington,,Senior Services,-76.949999,,,,,UPO Senior Life Center Project KEEN,SE,DC,38.866105
900 G St.,,20002,Washington,,Senior Services,-76.99364, (202) 608-1344  ,"Bus: X2, D6, 80","Mon-Fri, 8:30am-4:30pm","Seniors, Ward 6",UPO Senior Life Center: Senior Services,NE,DC,38.899357
3001 Alabama Avenue,,20020,Washington,,Senior Services,-76.963273,,,,,UPO Weekend Nutrition Program,SE,DC,38.859042
3020 14th street,women's health/ family services,20009,Washington,,Health Services,-77.033163,,,,,Upper Cardozo (Unity Health Care) (WIC ENROLLMENT SITES/AGENCIES ),NW,DC,38.928168
60 Burns St.,,20019,Washington,,Food/Grocery Services,-76.950854,,,,,Upper Room Baptist (SHARE site),NE,DC,38.891408
501 N Street,,20001,Washington,http://www.urbanprayerbreakfast.org,Meal Programs,-77.019274,(202) 347-5889,"Bus: 96, 97","Mon-Fri, 9am-4pm",,Urban Prayer Breakfast,NW,DC,38.907464
1200 New Jersey Ave.,,20003,Washington,,Farmers Market,-77.000904,,,,,US Department of Transportation Farmer's Market,SE,DC,38.876291
3636 Georgia Avenue,health services,20010,Washington,http://www.uhupil.org,Counseling Services,-77.02446,(202) 446-1100,Metro: Georgia Ave-Petworth (Green/Yellow Line),"Mon-Fri, 9am-6pm","African Americans, HIV/AIDS",Us Helping Us,NW,DC,38.935086
12th St. and Independence Ave.,,20024,Washington,,Farmers Market,-77.0279438,,,,,USDA Farmers Market (USDA Parking Lot),SW,DC,38.8875862
2021 Alabama Ave.,counseling services,20020,Washington,http://www.centerchildprotection.org,Teen/Youth Programs,-76.975496,(202) 547-6175,Metro: Congress Heights (Green Line) Bus: W4,"Mon-Fri, 9am-5pm",,Victim Services Family Support Center,SE,DC,38.850331
"
635 Edgewood St",,20017,Washington,,Senior Services,-76.996708,(202) 635-1995,Metro: Rhode Island Ave-Brentwood (Red Line),,Seniors,View at Edgewood Terrace,NE,DC,38.923231
40 Patterson St,women's health/ family services,20002,Washington,,Health Services,-77.0077,,,,,Walker-Jones Health Center (Unity Health Care) (WIC ENROLLMENT SITES/AGENCIES ),NE,DC,38.906647
Adams Mill Rd. and Ontario Place,,20009,Washington,,Community Garden,-77.044685,,,,,Walter Pierce Park Community Garden,NW,DC,38.924023
6900 Georgia Ave.,,20307,Washington,http://www.walterreed.amedd.army.mil/garrison/sites/directorates/dca_edsvcs_main.asp,Job Training/Adult Education Services,-77.028746,(202) 782-7055,Metro: Takoma (Red Line),"Mon-Fri, 7am-5pm",Military Personnel,Walter Reed Educational Services Division,NW,DC,38.976559
Martin Luther King Jr. and Alabama Avenue,,20032,Washington,,Farmers Market,-76.9998716,,,,,Ward 8 Farmers Market,SE,DC,38.8431956
241 42nd St.,,20019,Washington,,Food/Grocery Services,-76.942199,,,,,Ward Memorial AME (SHARE site),NE,DC,38.894083
1400 16th St.,women's health/ family services,20036,Washington,http://daycareindc.org,Teen/Youth Programs,-77.036777,(202) 387-0002,Metro: Dupont Circle (Red Line),"Mon-Fri, 8:30am-5:30pm","Children, Parents, Child Care Providers",Washington Child Development Council,NW,DC,38.909085
337 North Carolina Ave,Counseling Services,20003,Washington,,Meal Programs,-77.0014752,(202) 546-8706,Metro: Capitol South (Blue/Orange Line) Bus: 80,"Mon, Tues, Thurs, Fri, 11:30am-1:25pm",,Washington City Church of the Brethren,SE,DC,38.885221
115 Atlantic Street,,20032,Washington,,Library,-77.0049362,,,,,Washington Highlands Library,SW,DC,38.8310881
3001 Alabama Avenue,comprehensive service provider,20020,Washington,www.upo.org,Senior Services,-76.963273,(202) 581-9355,Metro: Shaw-Howard University (Green/Yellow Line),"Mon-Fri, 8:45am-5pm",Seniors,"Washington Seniors Wellness Center, UPO",SE,DC,38.859042
6th St. and Water Street,,20024,Washington,,Community Garden,-77.020729,,,,,Wasterside Garden,SW,DC,38.8756937
945 Rhode Island Ave,,20001,Washington,,Library,-76.9930122,,,,,Watha T. Daniel-Shaw Library,NW,DC,38.9222026
4201 Connecticut Ave.,,20008,Washington,http://wendtcenter.org,Counseling Services,-77.062653,(202) 624-0010,Metro: Foggy Bottom-GWU (Blue/Orange Line),"Mon-Fri, 8:15am-4:45pm",,Wendt Center for Loss and Healing,NW,DC,38.943475
5th St. and N St.,,20001,Washington,,Community Garden,-77.0189421,,,,,West End Garden,NW,DC,38.907237
1101 24th Street,,20037,Washington,,Library,-77.05103,,,,,West End Library,NW,DC,38.904044
40th St. and W St.,,20007,Washington,,Community Garden,-77.078793,,,,,Whitehaven Garden,NW,DC,38.9191828
1701 14th St.,,20009,Washington,http://www.wwc.org,Health Services,-77.0319323,(202) 939-7690,Metro: U Street (Green/Yellow Line),"Mon-Thurs, 8am-8pm. Fri, 8am-5pm",,Whitman Walker Clinic,NW,DC,38.9126373
2100 Martin Luther King Jr. Ave.,,20020,Washington,http://doh.dc.gov/,Women's Health/Family Services,-76.9890099,(202) 645-5663,"Metro: Anacostia (Green Line) Bus: P6, 90, B2",,"Pregnant Women, New Mothers, Children up to Age 5","WIC Headquarters (Women, Infants, and Children",SE,DC,38.865379
3110 W St.,,20020,Washington,,Food/Grocery Services,-76.962548,,,,,Willing Heart Community Church (SHARE site),SE,DC,38.863128
1111 16th St.,legal services,20036,Washington,"""http://www.weaveincorp.org",Women's Health/Family Services,-77.036063,202-452-9550,Metro: Farragut North (Red Line),"Mon-Fri, 9am-5pm",Women,Women Empowered Against Violence (WEAVE),NW,DC,38.904147
2146 24th Place,,20018,Washington,,Health Services,-76.972157,,,,,Woodridge Health Center (Unity Health Care),NE,DC,38.920705
10th and G st ,,20001,Washington,,Meal Programs,-77.0259775,(202) 393-9144,Metro: Metro Center (Red/Blue/Orange Line),"Mon-Sat, 9:30am-11:30am",,Zacchaeus Community Kitchen (9:30 Club),NW,DC,38.8983186
